window_id,source_id,strategy_authority,strategy_fear,imp_public,imp_financial,strategy_info_extraction_sem,sensitive_info_request_sem,auth_info_request_sem,strategy_diversity_sem,action_diversity_sem,ix_identityclaim_authority_sem,ix_info_sensitive_sem,signal_family_count_delta_sem,y_phishing,split,window_count_in_case,sample_weight_case_equal
normal_21-1_ins_01_005721__w0003,normal_21-1_ins_01_005721,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,4,0.25
normal_21-1_ins_01_007055__w0000,normal_21-1_ins_01_007055,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,4,0.25
normal_21-1_ins_01_007055__w0001,normal_21-1_ins_01_007055,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,4,0.25
normal_21-1_ins_01_007055__w0002,normal_21-1_ins_01_007055,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,4,0.25
normal_21-1_ins_01_007055__w0003,normal_21-1_ins_01_007055,1,0,1,0,0,0,0,1,0,1,0,2.0,0,train,4,0.25
normal_21-1_ins_01_008460__w0000,normal_21-1_ins_01_008460,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,4,0.25
normal_21-1_ins_01_008460__w0001,normal_21-1_ins_01_008460,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,4,0.25
normal_21-1_ins_01_008460__w0002,normal_21-1_ins_01_008460,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,4,0.25
normal_21-1_ins_01_008460__w0003,normal_21-1_ins_01_008460,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,4,0.25
normal_21-1_ins_01_008920__w0000,normal_21-1_ins_01_008920,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,5,0.2
normal_21-1_ins_01_008920__w0001,normal_21-1_ins_01_008920,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,5,0.2
normal_21-1_ins_01_008920__w0002,normal_21-1_ins_01_008920,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,5,0.2
normal_21-1_ins_01_008920__w0003,normal_21-1_ins_01_008920,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,5,0.2
normal_21-1_ins_01_008920__w0004,normal_21-1_ins_01_008920,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,5,0.2
normal_21-1_ins_01_011631__w0000,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_011631__w0001,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_011631__w0002,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_011631__w0003,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_011631__w0004,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_011631__w0005,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_011631__w0006,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_011631__w0007,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_011631__w0008,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_011631__w0009,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_011631__w0010,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_011631__w0011,normal_21-1_ins_01_011631,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_01_015864__w0000,normal_21-1_ins_01_015864,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_01_015864__w0001,normal_21-1_ins_01_015864,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_01_015864__w0002,normal_21-1_ins_01_015864,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_01_015864__w0003,normal_21-1_ins_01_015864,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_01_015864__w0004,normal_21-1_ins_01_015864,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_01_015864__w0005,normal_21-1_ins_01_015864,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_01_015864__w0006,normal_21-1_ins_01_015864,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_01_015864__w0007,normal_21-1_ins_01_015864,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_01_016900__w0000,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0001,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0002,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0003,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0004,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0005,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0006,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0007,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0008,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0009,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0010,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0011,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0012,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0013,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_016900__w0014,normal_21-1_ins_01_016900,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,15,0.06666666666666667
normal_21-1_ins_01_017270__w0000,normal_21-1_ins_01_017270,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,7,0.14285714285714285
normal_21-1_ins_01_017270__w0001,normal_21-1_ins_01_017270,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,7,0.14285714285714285
normal_21-1_ins_01_017270__w0002,normal_21-1_ins_01_017270,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,7,0.14285714285714285
normal_21-1_ins_01_017270__w0003,normal_21-1_ins_01_017270,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,7,0.14285714285714285
normal_21-1_ins_01_017270__w0004,normal_21-1_ins_01_017270,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,7,0.14285714285714285
normal_21-1_ins_01_017270__w0005,normal_21-1_ins_01_017270,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,7,0.14285714285714285
normal_21-1_ins_01_017270__w0006,normal_21-1_ins_01_017270,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,7,0.14285714285714285
normal_21-1_ins_01_017502__w0000,normal_21-1_ins_01_017502,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0001,normal_21-1_ins_01_017502,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0002,normal_21-1_ins_01_017502,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0003,normal_21-1_ins_01_017502,0,0,0,0,1,0,0,1,0,0,0,1.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0004,normal_21-1_ins_01_017502,0,0,0,0,1,0,0,1,0,0,0,0.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0005,normal_21-1_ins_01_017502,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0006,normal_21-1_ins_01_017502,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0007,normal_21-1_ins_01_017502,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0008,normal_21-1_ins_01_017502,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0009,normal_21-1_ins_01_017502,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0010,normal_21-1_ins_01_017502,0,1,0,0,0,0,0,1,0,0,0,1.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0011,normal_21-1_ins_01_017502,0,1,0,0,0,0,0,1,0,0,0,0.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0012,normal_21-1_ins_01_017502,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,validation,14,0.07142857142857142
normal_21-1_ins_01_017502__w0013,normal_21-1_ins_01_017502,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,14,0.07142857142857142
normal_21-1_ins_02_000095__w0000,normal_21-1_ins_02_000095,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,9,0.1111111111111111
normal_21-1_ins_02_000095__w0001,normal_21-1_ins_02_000095,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,9,0.1111111111111111
normal_21-1_ins_02_000095__w0002,normal_21-1_ins_02_000095,0,1,0,0,0,0,0,1,0,0,0,1.0,0,train,9,0.1111111111111111
normal_21-1_ins_02_000095__w0003,normal_21-1_ins_02_000095,0,1,0,0,0,0,0,1,0,0,0,0.0,0,train,9,0.1111111111111111
normal_21-1_ins_02_000095__w0004,normal_21-1_ins_02_000095,0,0,0,0,0,0,0,1,1,0,0,1.0,0,train,9,0.1111111111111111
normal_21-1_ins_02_000095__w0005,normal_21-1_ins_02_000095,0,0,0,0,0,0,0,1,1,0,0,0.0,0,train,9,0.1111111111111111
normal_21-1_ins_02_000095__w0006,normal_21-1_ins_02_000095,0,0,0,0,0,0,0,0,0,0,0,-2.0,0,train,9,0.1111111111111111
normal_21-1_ins_02_000095__w0007,normal_21-1_ins_02_000095,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,9,0.1111111111111111
normal_21-1_ins_02_000095__w0008,normal_21-1_ins_02_000095,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,9,0.1111111111111111
normal_21-1_ins_02_000615__w0000,normal_21-1_ins_02_000615,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_02_000615__w0001,normal_21-1_ins_02_000615,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_02_000615__w0002,normal_21-1_ins_02_000615,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_02_000615__w0003,normal_21-1_ins_02_000615,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_02_000615__w0004,normal_21-1_ins_02_000615,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_02_000615__w0005,normal_21-1_ins_02_000615,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_02_000615__w0006,normal_21-1_ins_02_000615,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_02_000615__w0007,normal_21-1_ins_02_000615,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,8,0.125
normal_21-1_ins_02_001289__w0000,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0001,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0002,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0003,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0004,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0005,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0006,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0007,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0008,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0009,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0010,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0011,normal_21-1_ins_02_001289,1,0,0,0,0,0,0,1,0,0,0,1.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0012,normal_21-1_ins_02_001289,1,0,0,0,0,0,0,1,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0013,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0014,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_001289__w0015,normal_21-1_ins_02_001289,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,16,0.0625
normal_21-1_ins_02_003731__w0000,normal_21-1_ins_02_003731,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,5,0.2
normal_21-1_ins_02_003731__w0001,normal_21-1_ins_02_003731,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,5,0.2
normal_21-1_ins_02_003731__w0002,normal_21-1_ins_02_003731,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,5,0.2
normal_21-1_ins_02_003731__w0003,normal_21-1_ins_02_003731,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,5,0.2
normal_21-1_ins_02_003731__w0004,normal_21-1_ins_02_003731,0,0,0,0,0,0,0,0,0,0,0,0.0,0,test,5,0.2
normal_21-1_ins_02_005274__w0000,normal_21-1_ins_02_005274,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,4,0.25
normal_21-1_ins_02_005274__w0001,normal_21-1_ins_02_005274,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,4,0.25
normal_21-1_ins_02_005274__w0002,normal_21-1_ins_02_005274,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,4,0.25
normal_21-1_ins_02_005274__w0003,normal_21-1_ins_02_005274,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,4,0.25
normal_21-1_ins_02_010730__w0000,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_010730__w0001,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_010730__w0002,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_010730__w0003,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_010730__w0004,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_010730__w0005,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_010730__w0006,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_010730__w0007,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_010730__w0008,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_010730__w0009,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_010730__w0010,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_010730__w0011,normal_21-1_ins_02_010730,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,12,0.08333333333333333
normal_21-1_ins_02_012616__w0000,normal_21-1_ins_02_012616,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,6,0.16666666666666666
normal_21-1_ins_02_012616__w0001,normal_21-1_ins_02_012616,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,6,0.16666666666666666
normal_21-1_ins_02_012616__w0002,normal_21-1_ins_02_012616,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,6,0.16666666666666666
normal_21-1_ins_02_012616__w0003,normal_21-1_ins_02_012616,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,6,0.16666666666666666
normal_21-1_ins_02_012616__w0004,normal_21-1_ins_02_012616,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,6,0.16666666666666666
normal_21-1_ins_02_012616__w0005,normal_21-1_ins_02_012616,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,6,0.16666666666666666
normal_21-1_ins_02_016212__w0000,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0001,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0002,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0003,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0004,normal_21-1_ins_02_016212,0,0,0,0,1,1,0,1,1,0,1,2.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0005,normal_21-1_ins_02_016212,0,0,0,0,1,1,0,1,1,0,1,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0006,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,-2.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0007,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0008,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0009,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0010,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0011,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0012,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016212__w0013,normal_21-1_ins_02_016212,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,14,0.07142857142857142
normal_21-1_ins_02_016490__w0000,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0001,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0002,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0003,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0004,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0005,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0006,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0007,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0008,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0009,normal_21-1_ins_02_016490,1,0,0,0,0,0,0,1,0,0,0,1.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0010,normal_21-1_ins_02_016490,1,0,0,0,0,0,0,1,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0011,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0012,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0013,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016490__w0014,normal_21-1_ins_02_016490,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,15,0.06666666666666667
normal_21-1_ins_02_016688__w0000,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0001,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0002,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0003,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0004,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0005,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0006,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0007,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0008,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0009,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0010,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0011,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_016688__w0012,normal_21-1_ins_02_016688,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,13,0.07692307692307693
normal_21-1_ins_02_017334__w0000,normal_21-1_ins_02_017334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,10,0.1
normal_21-1_ins_02_017334__w0001,normal_21-1_ins_02_017334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,10,0.1
normal_21-1_ins_02_017334__w0002,normal_21-1_ins_02_017334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,10,0.1
normal_21-1_ins_02_017334__w0003,normal_21-1_ins_02_017334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,10,0.1
normal_21-1_ins_02_017334__w0004,normal_21-1_ins_02_017334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,10,0.1
normal_21-1_ins_02_017334__w0005,normal_21-1_ins_02_017334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,10,0.1
normal_21-1_ins_02_017334__w0006,normal_21-1_ins_02_017334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,10,0.1
normal_21-1_ins_02_017334__w0007,normal_21-1_ins_02_017334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,10,0.1
normal_21-1_ins_02_017334__w0008,normal_21-1_ins_02_017334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,10,0.1
normal_21-1_ins_02_017334__w0009,normal_21-1_ins_02_017334,0,0,0,0,0,0,0,0,0,0,0,0.0,0,validation,10,0.1
normal_21-1_ins_03_000167__w0000,normal_21-1_ins_03_000167,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,6,0.16666666666666666
normal_21-1_ins_03_000167__w0001,normal_21-1_ins_03_000167,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,6,0.16666666666666666
normal_21-1_ins_03_000167__w0002,normal_21-1_ins_03_000167,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,6,0.16666666666666666
normal_21-1_ins_03_000167__w0003,normal_21-1_ins_03_000167,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,6,0.16666666666666666
normal_21-1_ins_03_000167__w0004,normal_21-1_ins_03_000167,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,6,0.16666666666666666
normal_21-1_ins_03_000167__w0005,normal_21-1_ins_03_000167,0,0,0,0,0,0,0,0,0,0,0,0.0,0,train,6,0.16666666666666666
